iter	RMSE
634	0.9897424757
635	0.9897227959
636	0.9897018606
637	0.989688102
638	0.9896725096
639	0.9896585246
640	0.9896428409
641	0.9896271432
642	0.9896102477
643	0.9895973293
644	0.9895794774
645	0.9895627224
646	0.9895499107
647	0.9895374273
648	0.9895230855
649	0.9895048583
650	0.9894867827
651	0.9894685077
652	0.9894521088
653	0.9894355972
654	0.9894249428
655	0.9894086711
656	0.9893943895
657	0.9893784685
658	0.9893610108
659	0.9893428423
660	0.9893269984
661	0.9893155708
662	0.989300445
663	0.9892834692
664	0.9892678601
665	0.9892517575
666	0.9892311058
667	0.9892123239
668	0.9891998009
669	0.989186567
670	0.9891740214
671	0.9891611116
672	0.989151074
673	0.9891398329
674	0.9891214135
675	0.9891085807
676	0.9890981828
677	0.9890829156
678	0.989066811
679	0.989050094
680	0.9890440887
681	0.989028462
682	0.9890168009
683	0.9890059098
684	0.9889907559
685	0.9889760533
686	0.9889641787
687	0.9889491029
688	0.9889348463
689	0.9889167229
690	0.9889020688
691	0.9888921197
692	0.988876897
693	0.9888623329
694	0.9888488441
695	0.9888334712
696	0.9888190356
697	0.9888059039
698	0.9887938049
699	0.9887826042
700	0.9887674148
701	0.9887540186
702	0.9887419516
703	0.9887285842
704	0.9887098646
705	0.9886919994
706	0.9886755712
707	0.9886615445
708	0.9886510586
709	0.9886345452
710	0.9886193825
711	0.9886082024
712	0.9885954223
713	0.9885817054
714	0.9885668316
715	0.9885483079
716	0.9885361866
717	0.9885199548
718	0.9885089436
719	0.9884950231
720	0.9884827038
721	0.9884687105
722	0.9884543855
723	0.9884418305
724	0.9884285436
725	0.9884129271
726	0.9884025649
727	0.9883876258
728	0.9883738057
729	0.9883580728
730	0.9883443937
731	0.9883260949
732	0.9883101584
733	0.9882916602
734	0.9882726847
735	0.988266074
736	0.9882503844
737	0.988236106
738	0.9882204631
739	0.9882045648
740	0.9881890767
741	0.9881737137
742	0.9881587676
743	0.9881379296
744	0.988128648
745	0.9881165113
746	0.9881035778
747	0.9880917595
748	0.9880797638
749	0.9880680664
750	0.9880555116
751	0.9880429919
752	0.9880312082
753	0.9880188915
754	0.9880050525
755	0.9879831855
756	0.9879694619
757	0.9879597508
758	0.9879445213
759	0.9879295649
760	0.9879116611
761	0.9878967173
762	0.9878813613
763	0.9878707203
764	0.9878551742
765	0.987840161
766	0.9878216362
767	0.9878037104
768	0.9877832928
769	0.9877677411
770	0.9877527178
771	0.9877411754
772	0.9877272597
773	0.9877157997
774	0.9877045954
775	0.987690087
776	0.9876720344
777	0.9876596981
778	0.987642115
779	0.9876312635
780	0.9876142446
781	0.9875968275
782	0.9875833351
783	0.987565415
784	0.9875501802
785	0.9875385726
786	0.9875244677
787	0.9875059252
788	0.9874855119
789	0.9874699687
790	0.9874543752
791	0.9874372045
792	0.9874284092
793	0.9874108992
794	0.9873974095
795	0.987384374
796	0.9873671089
797	0.9873478127
798	0.9873280972
799	0.9873148898
800	0.9872982022
801	0.9872853697
802	0.987274294
803	0.9872577748
804	0.9872418867
805	0.9872267843
806	0.9872158585
807	0.9872039561
808	0.9871910725
809	0.9871767532
810	0.9871604446
811	0.9871495545
812	0.9871348995
813	0.9871181604
814	0.9871029571
815	0.9870949453
816	0.9870839671
817	0.9870733014
818	0.987062575
819	0.9870538287
820	0.9870391791
821	0.9870223448
822	0.9870095605
823	0.9869923866
824	0.9869813493
825	0.9869657257
826	0.9869487582
827	0.986930818
828	0.9869162098
829	0.9869043457
830	0.9868877456
831	0.9868732638
832	0.9868561767
833	0.9868400867
834	0.9868229451
835	0.986804025
836	0.9867898608
837	0.9867730245
838	0.9867580956
839	0.9867461411
840	0.9867339844
841	0.9867162832
842	0.9867018903
843	0.9866887861
844	0.9866765568
845	0.9866606584
846	0.986643397
847	0.9866255388
848	0.9866100203
849	0.9865951252
850	0.9865778816
851	0.9865651489
852	0.9865516685
853	0.9865367583
854	0.9865259796
855	0.9865149885
856	0.9864956959
857	0.9864810586
858	0.9864683685
859	0.9864515505
860	0.9864348114
861	0.9864208912
862	0.9864048726
863	0.9863928072
864	0.9863791693
865	0.9863631354
866	0.9863459328
867	0.9863306457
868	0.9863164699
869	0.9863003325
870	0.9862855716
871	0.9862745733
872	0.9862598201
873	0.9862430494
874	0.9862279591
875	0.9862164809
876	0.9862046171
877	0.986193099
878	0.9861800802
879	0.9861667551
880	0.9861510117
881	0.9861395161
882	0.9861257904
883	0.9861128329
884	0.98610022
885	0.9860829176
886	0.9860641749
887	0.9860479935
888	0.9860383805
889	0.9860254701
890	0.9860120853
891	0.9860038766
892	0.9859882296
893	0.9859749502
894	0.9859579833
895	0.9859435835
896	0.9859312245
897	0.9859149743
898	0.9859052469
899	0.9858915618
900	0.9858828155
901	0.9858657022
902	0.9858555589
903	0.9858432063
904	0.9858297592
905	0.9858171265
906	0.9857996345
907	0.9857887644
908	0.9857742029
909	0.9857598464
910	0.9857422203
911	0.985726615
912	0.9857106081
913	0.9856982361
914	0.9856816255
915	0.9856704375
916	0.9856515745
917	0.9856425623
918	0.9856270146
919	0.9856137477
920	0.9856018133
921	0.9855894436
922	0.9855735511
923	0.9855605728
924	0.9855474004
925	0.9855342706
926	0.9855148074
927	0.9855015409
928	0.9854886841
929	0.9854761115
930	0.9854639633
931	0.985448075
932	0.9854392493
933	0.9854203873
934	0.9854097364
935	0.9853976353
936	0.9853814287
937	0.9853638511
938	0.9853501828
939	0.9853363492
940	0.9853229118
941	0.9853082351
942	0.985291573
943	0.9852798834
944	0.9852684565
945	0.9852539872
946	0.9852367178
947	0.9852252935
948	0.9852125235
949	0.9852006168
950	0.9851850483
951	0.9851703099
952	0.9851554481
953	0.9851395997
954	0.985119853
955	0.9851051268
956	0.9850922828
957	0.9850790207
958	0.985066258
959	0.9850515984
960	0.9850332104
961	0.9850188068
962	0.9850020679
963	0.9849843896
964	0.9849685726
965	0.9849580706
966	0.9849442186
967	0.9849349996
968	0.9849212512
969	0.9849046945
970	0.9848969798
971	0.9848809574
972	0.9848668053
973	0.9848525512
974	0.9848378383
975	0.9848275659
976	0.9848154169
977	0.9847950783
978	0.9847769955
979	0.9847658373
980	0.9847532989
981	0.9847404649
982	0.984728152
983	0.9847135251
984	0.9847003635
985	0.9846896426
986	0.984676592
987	0.9846662738
988	0.9846542876
989	0.9846450483
990	0.9846335146
991	0.9846233131
992	0.984612866
993	0.9846032008
994	0.9845884786
995	0.984572995
996	0.9845647619
997	0.9845513337
998	0.9845363411
999	0.9845235342
